0 14 28
1276.5 129 159
1278.0 43 74
1278.0 43 75
1279.5 3 26
1279.5 3 27
1281.0 177 188
1281.0 177 189
1282.5 183 185
1282.5 183 186
1284.0 52 67
1284.0 52 68
1285.5 11 25
1285.5 11 26
1287.0 171 198
1287.0 172 173
1288.5 8 19
1288.5 8 20
1290.0 12 33
1290.0 12 34
1291.5 174 195
1291.5 174 196
1293.0 93 102
1293.0 93 103
1294.5 174 191
1294.5 174 192
1296.0 53 60
1296.0 53 61
1297.5 50 69
1297.5 50 70
1299.0 169 177
1299.0 169 178
1300.5 87 114
1300.5 87 115
1302.0 53 66
1302.0 53 67
1303.5 99 102
1303.5 99 103
1305.0 126 156
1305.0 126 157
1306.5 58 73
1306.5 58 74
1308.0 63 66
1308.0 63 67
1309.5 6 24
1309.5 6 25
1311.0 22 25
1311.0 22 26
1312.5 176 192
1312.5 176 193
1314.0 61 69
1314.0 61 70
1315.5 59 66
1315.5 59 67
1317.0 13 18
1317.0 13 19
1318.5 172 190
1318.5 172 191
1320.0 122 148
1320.0 122 149
1321.5 122 160
1321.5 123 124
1323.0 49 56
1323.0 49 57
1324.5 93 118
1324.5 94 95
1326.0 11 15
1326.0 11 16
1327.5 14 22
1327.5 14 23
1329.0 132 133
1329.0 132 134
1330.5 181 188
1330.5 181 189
1332.0 136 155
1332.0 136 156
1333.5 130 141
1333.5 130 142
1335.0 138 147
1335.0 138 148
1336.5 19 32
1336.5 19 33
1338.0 83 114
1338.0 83 115
1339.5 127 150
1339.5 127 151
1341.0 168 188
1341.0 168 189
1342.5 96 101
1342.5 96 102
1344.0 1 39
1344.0 1 40
1345.5 185 188
1345.5 185 189
1347.0 61 73
1347.0 61 74
1348.5 42 70
1348.5 42 71
1350.0 168 186
1350.0 168 187
1351.5 3 34
1351.5 3 35
1353.0 58 71
1353.0 58 72
1354.5 126 158
1354.5 126 159
1356.0 41 71
1356.0 41 72
1357.5 104 111
1357.5 104 112
1359.0 176 184
1359.0 176 185
1360.5 3 28
1360.5 3 29
1362.0 43 80
1362.0 44 45
1363.5 165 189
1363.5 165 190
1365.0 85 114
1365.0 85 115
1366.5 1 2
1366.5 1 30
1368.0 10 21
1368.0 10 22
1369.5 20 29
1369.5 20 30
1371.0 100 111
1371.0 100 112
1372.5 160 195
1372.5 160 196
1374.0 136 157
1374.0 137 138
1375.5 126 142
1375.5 126 143
1377.0 101 103
1377.0 101 104
1378.5 167 179
1378.5 167 180
1380.0 12 25
1380.0 12 26
1381.5 141 145
1381.5 141 146
1383.0 4 28
1383.0 4 29
1384.5 125 142
1384.5 125 143
1386.0 99 112
1386.0 99 113
1387.5 44 74
1387.5 44 75
1389.0 181 182
1389.0 181 183
1390.5 7 18
1390.5 7 19
1392.0 143 152
1392.0 143 153
1393.5 94 110
1393.5 94 111
1395.0 184 192
1395.0 184 193
1396.5 10 27
1396.5 10 28
1398.0 104 107
1398.0 104 108
1399.5 97 105
1399.5 97 106
1401.0 165 195
1401.0 165 196
1402.5 51 59
1402.5 51 60
1404.0 132 145
1404.0 132 146
1405.5 125 146
1405.5 125 147
1407.0 127 146
1407.0 127 147
1408.5 62 71
1408.5 62 72
1410.0 88 97
1410.0 88 98
1411.5 8 23
1411.5 8 24
1413.0 14 24
1413.0 14 25
1414.5 60 65
1414.5 60 66
1416.0 41 79
1416.0 41 80
1417.5 7 16
1417.5 7 17
1419.0 98 105
1419.0 98 106
1420.5 163 197
1420.5 163 198
1422.0 141 153
1422.0 141 154
1423.5 120 121
1423.5 120 154
1425.0 57 67
1425.0 57 68
1426.5 80 117
1426.5 80 118
1428.0 80 119
1428.0 80 120
1429.5 60 75
1429.5 61 62
1431.0 81 117
1431.0 81 118
1432.5 139 152
1432.5 139 153
1434.0 178 194
1434.0 178 195
1435.5 18 23
1435.5 18 24
1437.0 44 62
1437.0 44 63
1438.5 55 58
1438.5 55 59
1440.0 169 175
1440.0 169 176
1441.5 128 141
1441.5 128 142
1443.0 164 188
1443.0 164 189
1444.5 10 19
1444.5 10 20
1446.0 137 143
1446.0 137 144
1447.5 129 140
1447.5 129 141
1449.0 142 145
1449.0 142 146
1450.5 167 185
1450.5 167 186
1452.0 103 106
1452.0 103 107
1453.5 15 16
1453.5 15 17
1455.0 61 65
1455.0 61 66
1456.5 139 144
1456.5 139 145
1458.0 53 70
1458.0 53 71
1459.5 169 191
1459.5 169 192
1461.0 138 139
1461.0 138 140
1462.5 168 198
1462.5 168 199
1464.0 48 55
1464.0 48 56
1465.5 91 101
1465.5 91 102
1467.0 52 77
1467.0 52 78
1468.5 58 61
1468.5 58 62
1470.0 50 67
1470.0 50 68
1471.5 180 188
1471.5 180 189
1473.0 170 192
1473.0 170 193
1474.5 137 147
1474.5 137 148
1476.0 164 198
1476.0 164 199
1477.5 140 153
1477.5 140 154
1479.0 158 159
1479.0 159 160
1480.5 12 31
1480.5 12 32
1482.0 171 182
1482.0 171 183
1483.5 179 183
1483.5 179 184
1485.0 107 110
1485.0 107 111
1486.5 93 104
1486.5 93 105
1488.0 130 151
1488.0 130 152
1489.5 10 31
1489.5 10 32
1491.0 63 72
1491.0 63 73
1492.5 43 68
1492.5 43 69
1494.0 177 184
1494.0 177 185
1495.5 168 194
1495.5 168 195
1497.0 54 60
1497.0 54 61
1498.5 4 38
1498.5 4 39
1500.0 87 110
1500.0 87 111
1501.5 50 51
1501.5 50 52
1503.0 165 183
1503.0 165 184
1504.5 122 156
1504.5 122 157
1506.0 86 120
1506.0 87 88
1507.5 175 177
1507.5 175 178
1509.0 86 114
1509.0 86 115
1510.5 179 187
1510.5 179 188
1512.0 85 100
1512.0 85 101
1513.5 166 196
1513.5 166 197
1515.0 178 186
1515.0 178 187
1516.5 57 73
1516.5 57 74
1518.0 100 103
1518.0 100 104
1519.5 92 117
1519.5 92 118
1521.0 166 190
1521.0 166 191
1522.5 49 78
1522.5 49 79
1524.0 23 32
1524.0 23 33
1525.5 129 154
1525.5 129 155
1527.0 48 71
1527.0 48 72
1528.5 175 183
1528.5 175 184
1530.0 16 23
1530.0 16 24
1531.5 90 95
1531.5 90 96
1533.0 50 53
1533.0 50 54
1534.5 66 71
1534.5 66 72
1536.0 55 64
1536.0 55 65
1537.5 22 29
1537.5 22 30
1539.0 172 198
1539.0 173 174
1540.5 48 49
1540.5 48 54
1542.0 162 192
1542.0 162 193
1543.5 95 112
1543.5 95 113
1545.0 124 152
1545.0 124 153
1546.5 12 19
1546.5 12 20
1548.0 55 66
1548.0 55 67
1549.5 131 149
1549.5 131 150
1551.0 92 111
1551.0 92 112
1552.5 136 149
1552.5 136 150
1554.0 166 194
1554.0 166 195
1555.5 18 31
1555.5 18 32
1557.0 177 192
1557.0 177 193
1558.5 47 64
1558.5 47 65
1560.0 169 197
1560.0 169 198
1561.5 52 69
1561.5 52 70
1563.0 13 36
1563.0 13 37
1564.5 124 158
1564.5 124 159
1566.0 47 70
1566.0 47 71
1567.5 8 25
1567.5 8 26
1569.0 46 80
1569.0 47 48
1570.5 167 191
1570.5 167 192
1572.0 169 183
1572.0 169 184
1573.5 91 111
1573.5 91 112
1575.0 129 156
1575.0 129 157
1576.5 134 144
1576.5 134 145
1578.0 135 152
1578.0 135 153
1579.5 177 190
1579.5 177 191
1581.0 164 182
1581.0 164 183
1582.5 57 71
1582.5 57 72
1584.0 40 41
1584.0 40 74
1585.5 161 196
1585.5 161 197
1587.0 99 100
1587.0 99 101
1588.5 20 35
1588.5 21 22
1590.0 43 76
1590.0 43 77
1591.5 125 140
1591.5 125 141
1593.0 12 17
1593.0 12 18
1594.5 140 143
1594.5 140 144
1596.0 129 134
1596.0 129 135
1597.5 44 66
1597.5 44 67
1599.0 47 56
1599.0 47 57
1600.5 60 61
1600.5 60 62
1602.0 44 68
1602.0 44 69
1603.5 14 34
1603.5 14 35
1605.0 136 137
1605.0 136 138
1606.5 11 19
1606.5 11 20
1608.0 23 30
1608.0 23 31
1609.5 54 74
1609.5 54 75
1611.0 171 178
1611.0 171 179
1612.5 87 102
1612.5 87 103
1614.0 101 109
1614.0 101 110
1615.5 51 75
1615.5 51 76
1617.0 21 31
1617.0 21 32
1618.5 133 158
1618.5 134 135
1620.0 132 151
1620.0 132 152
1621.5 123 152
1621.5 123 153
1623.0 51 53
1623.0 51 54
1624.5 128 145
1624.5 128 146
1626.0 163 195
1626.0 163 196
1627.5 46 60
1627.5 46 61
1629.0 139 146
1629.0 139 147
1630.5 42 78
1630.5 42 79
1632.0 58 69
1632.0 58 70
1633.5 138 145
1633.5 138 146
1635.0 14 18
1635.0 14 19
1636.5 22 33
1636.5 22 34
1638.0 180 186
1638.0 180 187
1639.5 102 107
1639.5 102 108
1641.0 86 116
1641.0 86 117
1642.5 23 26
1642.5 23 27
1644.0 99 104
1644.0 99 105
1645.5 54 70
1645.5 54 71
1647.0 9 18
1647.0 9 19
1648.5 131 157
1648.5 131 158
1650.0 98 101
1650.0 98 102
1651.5 22 23
1651.5 22 24
1653.0 92 95
1653.0 92 96
1654.5 58 75
1654.5 58 76
1656.0 3 38
1656.0 3 39
1657.5 168 184
1657.5 168 185
1659.0 50 75
1659.0 50 76
1660.5 170 174
1660.5 170 175
1662.0 88 117
1662.0 88 118
1663.5 17 19
1663.5 17 20
1665.0 26 27
1665.0 26 28
1666.5 90 101
1666.5 90 102
1668.0 57 69
1668.0 57 70
1669.5 88 119
1669.5 89 90
1671.0 20 25
1671.0 20 26
1672.5 128 149
1672.5 128 150
1674.0 94 104
1674.0 94 105
1675.5 59 68
1675.5 59 69
1677.0 0 39
1677.0 0 40
1678.5 90 91
1678.5 90 92
1680.0 5 28
1680.0 5 29
1681.5 16 17
1681.5 16 18
1683.0 10 29
1683.0 10 30
1684.5 161 194
1684.5 161 195
1686.0 9 34
1686.0 9 35
1687.5 8 33
1687.5 8 34
1689.0 40 79
1689.0 40 80
1690.5 124 156
1690.5 124 157
1692.0 100 101
1692.0 100 102
1693.5 129 144
1693.5 129 145
1695.0 171 188
1695.0 171 189
1696.5 98 99
1696.5 98 100
1698.0 65 71
1698.0 65 72
1699.5 23 24
1699.5 23 25
1701.0 94 112
1701.0 94 113
1702.5 93 94
1702.5 93 95
1704.0 50 55
1704.0 50 56
1705.5 56 67
1705.5 56 68
1707.0 96 99
1707.0 96 100
1708.5 4 40
1708.5 5 6
1710.0 68 71
1710.0 69 70
1711.5 12 27
1711.5 12 28
1713.0 2 32
1713.0 2 33
1714.5 34 35
1714.5 35 36
1716.0 180 184
1716.0 180 185
1717.5 41 73
1717.5 41 74
1719.0 7 32
1719.0 7 33
1720.5 88 99
1720.5 88 100
1722.0 121 153
1722.0 121 154
1723.5 95 108
1723.5 95 109
1725.0 133 150
1725.0 133 151
1726.5 48 59
1726.5 48 60
1728.0 131 155
1728.0 131 156
1729.5 89 106
1729.5 89 107
1731.0 84 104
1731.0 84 105
1732.5 47 76
1732.5 47 77
1734.0 141 149
1734.0 141 150
1735.5 137 139
1735.5 137 140
1737.0 98 111
1737.0 98 112
1738.5 17 25
1738.5 17 26
1740.0 8 17
1740.0 8 18
1741.5 81 111
1741.5 81 112
1743.0 9 22
1743.0 9 23
1744.5 0 37
1744.5 0 38
1746.0 102 103
1746.0 102 104
1747.5 168 178
1747.5 168 179
1749.0 82 114
1749.0 82 115
1750.5 23 28
1750.5 23 29
1752.0 170 186
1752.0 170 187
1753.5 82 112
1753.5 82 113
1755.0 86 110
1755.0 86 111
1756.5 7 22
1756.5 7 23
1758.0 16 33
1758.0 16 34
1759.5 169 179
1759.5 169 180
1761.0 178 188
1761.0 178 189
1762.5 15 30
1762.5 15 31
1764.0 97 111
1764.0 97 112
1765.5 50 59
1765.5 50 60
1767.0 55 68
1767.0 55 69
1768.5 59 62
1768.5 59 63
1770.0 131 147
1770.0 131 148
1771.5 124 148
1771.5 124 149
1773.0 135 146
1773.0 135 147
1774.5 170 194
1774.5 170 195
1776.0 58 65
1776.0 58 66
1777.5 100 109
1777.5 100 110
1779.0 126 152
1779.0 126 153
1780.5 170 184
1780.5 170 185
1782.0 140 149
1782.0 140 150
1783.5 132 147
1783.5 132 148
1785.0 22 31
1785.0 22 32
1786.5 106 111
1786.5 106 112
1788.0 53 76
1788.0 53 77
1789.5 10 11
1789.5 10 12
1791.0 132 137
1791.0 132 138
1792.5 134 146
1792.5 134 147
1794.0 168 182
1794.0 168 183
1795.5 38 39
1795.5 39 40
1797.0 24 29
1797.0 24 30
1798.5 168 176
1798.5 168 177
1800.0 87 108
1800.0 87 109
1801.5 141 147
1801.5 141 148
1803.0 7 26
1803.0 7 27
1804.5 45 60
1804.5 45 61
1806.0 165 193
1806.0 165 194
1807.5 169 181
1807.5 169 182
1809.0 177 186
1809.0 177 187
1810.5 91 103
1810.5 91 104
1812.0 168 174
1812.0 168 175
1813.5 10 15
1813.5 10 16
1815.0 154 155
1815.0 155 156
1816.5 100 115
1816.5 101 102
1818.0 52 61
1818.0 52 62
1819.5 176 180
1819.5 176 181
1821.0 11 27
1821.0 11 28
1822.5 48 75
1822.5 48 76
1824.0 123 148
1824.0 123 149
1825.5 11 35
1825.5 11 36
1827.0 17 29
1827.0 17 30
1828.5 90 105
1828.5 90 106
1830.0 90 99
1830.0 90 100
1831.5 122 154
1831.5 122 155
1833.0 110 111
1833.0 111 112
1834.5 22 27
1834.5 22 28
1836.0 175 197
1836.0 176 177
1837.5 16 25
1837.5 16 26
1839.0 42 72
1839.0 42 73
1840.5 121 155
1840.5 121 156
1842.0 11 29
1842.0 11 30
1843.5 124 154
1843.5 124 155
1845.0 60 63
1845.0 60 64
1846.5 49 54
1846.5 49 55
1848.0 10 13
1848.0 10 14
1849.5 173 185
1849.5 173 186
1851.0 93 108
1851.0 93 109
1852.5 128 143
1852.5 128 144
1854.0 124 142
1854.0 124 143
1855.5 126 138
1855.5 126 139
1857.0 21 33
1857.0 21 34
1858.5 125 144
1858.5 125 145
1860.0 140 155
1860.0 141 142
1861.5 91 99
1861.5 91 100
1863.0 8 39
1863.0 9 10
1864.5 128 147
1864.5 128 148
1866.0 76 77
1866.0 77 78
1867.5 20 21
1867.5 20 22
1869.0 108 109
1869.0 108 110
1870.5 97 99
1870.5 97 100
1872.0 9 28
1872.0 9 29
1873.5 48 79
1873.5 49 50
1875.0 101 113
1875.0 101 114
1876.5 176 196
1876.5 176 197
1878.0 85 112
1878.0 85 113
1879.5 0 1
1879.5 0 34
1881.0 121 159
1881.0 121 160
1882.5 144 151
1882.5 144 152
1884.0 127 144
1884.0 127 145
1885.5 81 119
1885.5 81 120
1887.0 42 74
1887.0 42 75
1888.5 135 150
1888.5 135 151
1890.0 99 114
1890.0 99 115
1891.5 5 30
1891.5 5 31
1893.0 52 75
1893.0 52 76
1894.5 125 160
1894.5 126 127
1896.0 56 65
1896.0 56 66
1897.5 43 66
1897.5 43 67
1899.0 161 198
1899.0 161 199
1900.5 146 147
1900.5 146 148
1902.0 131 145
1902.0 131 146
1903.5 93 110
1903.5 93 111
1905.0 2 34
1905.0 2 35
1906.5 5 40
1906.5 6 7
1908.0 140 147
1908.0 140 148
1909.5 53 74
1909.5 53 75
1911.0 45 72
1911.0 45 73
1912.5 171 174
1912.5 171 175
1914.0 50 63
1914.0 50 64
1915.5 176 190
1915.5 176 191
1917.0 94 116
1917.0 94 117
1918.5 92 109
1918.5 92 110
1920.0 160 161
1920.0 160 194
1921.5 95 104
1921.5 95 105
1923.0 178 180
1923.0 178 181
1924.5 51 57
1924.5 51 58
1926.0 130 131
1926.0 130 132
1927.5 55 56
1927.5 55 57
